Date (YYYYMMDD), Description, Category, Value($), Balance (0) or Adjustment (1)
20230506, DUNN BROTHERS COFFEEMinneapolis         MN, , -3.77, 1
20230506, DUNN BROTHERS COFFEEMinneapolis         MN, , -10.6, 1
20230506, MAGICCOMN* MAGIC 202NORWALK             CT, , -250.0, 1
20230506, UBER EATS           help.uber.com       CA, , -31.99, 1
20230507, DUNN BROTHERS COFFEEMinneapolis         MN, , -4.27, 1
20230507, MSP AIRP PEOPLES ORGSAINT PAUL          MN, , -3.36, 1
20230507, SP MAGIC-30         NORWALK             CT, , -30.0, 1
20230507, UBER EATS           help.uber.com       CA, , -31.99, 1
20230508, EXPEDIA 725526548532EXPEDIA.COM         WA, , -96.92, 1
20230509, MIT LINC LAB A CAFE LEXINGTON           MA, , -4.96, 1
20230509, UBER, , -22.08, 1
20230509, WHOLE FOODS MARKET  SOMERVILLE          MA, , -92.62, 1
20230510, JR'S AUTOMOTIVE     CAMBRIDGE           MA, , -59.34, 1
20230510, MIT LINC LAB A CAFE LEXINGTON           MA, , -6.67, 1
20230510, TRADER JOE S #560 00SOMERVILLE          MA, , -98.96, 1
20230511, MIT LINC LAB A CAFE LEXINGTON           MA, , -4.96, 1
20230512, MIT LINC LAB A CAFE LEXINGTON           MA, , -6.88, 1
20230512, ONLINE PAYMENT - THANK YOU, , 7187.46, 1
20230512, PEET'S COFFEE & TEA LEXINGTON           MA, , -4.3, 1
20230512, SP PANDEMONIUM BOOKSCAMBRIDGE           MA, , -18.0, 1
20230513, MIT LINC LAB A CAFE LEXINGTON           MA, , -4.96, 1
20230513, NEW ENGLAND AQUARIUMBOSTON              MA, , -34.0, 1
20230513, TST* FORGE BAKING COSOMERVILLE          MA, , -17.96, 1
20230513, TST* JOSEPHINE'S WAYSOMERVILLE          MA, , -46.24, 1
20230513, WAGNER FLORAL DESIGNSOMERVILLE          MA, , -159.38, 1
20230513, WALGREENS #18091 000SOMERVILLE          MA, , -22.73, 1
20230513, WALGREENS #18091 000SOMERVILLE          MA, , -40.0, 1
20230513, YAFA BAKERY & CAFE  Somerville          MA, , -28.48, 1
20230514, WAGNER FLORAL DESIGNSOMERVILLE          MA, , -31.88, 1
20230515, ARIZONA EL* (7 OF 7 PHOENIX             AZ, , -200.0, 1
20230515, BOULDERING PROJECT 4SOMERVILLE          MA, , -174.36, 1
20230515, COFFEE ME UP        Portland            ME, , -3.78, 1
20230515, D COLE JEWELERS INC PORTLAND            ME, , -757.49, 1
20230515, D COLE JEWELERS INC PORTLAND            ME, , -2169.38, 1
20230515, METALPRINTSCOM 43684SCOTTS VALLEY       CA, , -143.01, 1
20230515, PAYNE RD LIL MART IRSCARBOROUGH         ME, , -51.45, 1
20230515, PHYREXIAN LIFE GAMESSCARBOROUGH         ME, , -47.45, 1
20230516, CHOW N JOY          Somerville          MA, , -15.41, 1
20230516, ETSY.COM            ETSY.COM/HELP       NY, , -9.5, 1
20230517, MASSDOT AET CSC, , -25.0, 1
20230517, MIT LINC LAB A CAFE LEXINGTON           MA, , -4.96, 1
20230517, UBER, , -4.92, 1
20230517, WALGREENS #18091 000SOMERVILLE          MA, , -12.21, 1
20230517, YAFA BAKERY & CAFE  Somerville          MA, , -6.15, 1
20230518, TST* TATTE BAKERY - NEWTON              MA, , -13.46, 1
20230518, TST* TATTE BAKERY - NEWTON              MA, , -31.0, 1
20230519, MIT LINC LAB A CAFE LEXINGTON           MA, , -4.96, 1
20230519, NEW ENGLAND AQUARIUMBOSTON              MA, , -71.0, 1
20230519, TST* TATTE BAKERY - NEWTON              MA, , -19.03, 1
20230520, MIT LINC LAB A CAFE LEXINGTON           MA, , -1.81, 1
20230520, MIT LINC LAB A CAFE LEXINGTON           MA, , -4.96, 1
20230520, NEW ENGLAND AQUARIUMBOSTON              MA, , -3.0, 1
20230520, NEW ENGLAND AQUARIUMBOSTON              MA, , -24.0, 1
20230521, TST* FORGE BAKING COSOMERVILLE          MA, , -22.84, 1
20230521, UBER, , -17.56, 1
20230523, ITOYA TOP DRAWER CORCAMBRIDGE           MA, , -89.25, 1
20230523, MIT LINC LAB A CAFE LEXINGTON           MA, , -6.88, 1
20230523, TST* FORGE BAKING COSOMERVILLE          MA, , -4.12, 1
20230524, BLACK RIFLE COFFEE SSAN ANTONIO         TX, , -6.68, 1
20230524, HULU 877-8244858 CA HULU.COM/BILL       CA, , -30.19, 1
20230524, L2G MARICOPACOSC    PHOENIX             AZ, , -120.5, 1
20230524, STARBITES COFFEE CAFSEDONA              AZ, , -7.55, 1
20230524, UBER, , -3.0, 1
20230525, HULU                SANTA MONICA, , 20.0, 1
20230526, LIVING CHOCOLATE    SEDONA              AZ, , -33.0, 1
20230526, SAFEWAY #1207 1207  SEDONA              AZ, , -94.5, 1
20230526, Balance, Balance, -6123.26, 0
20230527, FRIENDS OF ARIZONA PTEMPE               AZ, , -5.0, 1
20230527, HERTZ CAR RENTAL, , -276.44, 1
20230529, APPLE STORE R021 R02CAMBRIDGE           MA, , -94.56, 1
20230529, NEWBURY COMICS #22 0CAMBRIDGE           MA, , -49.91, 1
20230529, VAIL RESORTS, , -54.95, 1
20230529, TARGET              SOMERVILLE          MA, , -107.72, 1
20230529, WHOLE FOODS MARKET  SOMERVILLE          MA, , -110.87, 1
20230530, TST* BAGELSAURUS 000CAMBRIDGE           MA, , -23.81, 1
20230531, CUMBERLAND FARMS 353SOMERVILLE          MA, , -61.29, 1
20230531, PROPAY*VacayAZ LLC 34805901655          AZ, , 970.0, 1
20230601, MIT LINC LAB A CAFE LEXINGTON           MA, , -6.88, 1
20230602, CHIPOTLE 2603 0000  PORTLAND            ME, , -20.41, 1
20230602, COFFEE ME UP        Portland            ME, , -14.42, 1
20230602, CUMBERLAND FARMS 562CAPE ELIZABETH      ME, , -29.41, 1
20230602, RECREATION.GOV 00000ALBUQUERQUE         NM, , 20.0, 1
20230602, STARBUCKS STORE 2179PORTLAND            ME, , -11.48, 1
20230603, YAFA BAKERY & CAFE  Somerville          MA, , -16.58, 1
