Date (YYYYMMDD), Description, Category, Value($), Balance (0) or Adjustment (1)
20230814, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 2909.63, 0
20230814, Withdrawal from VENMO PAYMENT, Debit, -70.0, 1
20230814, Withdrawal from VENMO PAYMENT, Debit, 3033.55, 0
20230814, Deposit from eBay ComOZMGHARN PAYMENTS, Credit, 2.26, 1
20230814, Deposit from eBay ComOZMGHARN PAYMENTS, Credit, 3103.55, 0
20230815, Withdrawal from VENMO PAYMENT, Debit, -746.0, 1
20230815, Withdrawal from VENMO PAYMENT, Debit, 3674.63, 0
20230815, Withdrawal from VENMO PAYMENT, Debit, -796.0, 1
20230815, Withdrawal from VENMO PAYMENT, Debit, 4420.63, 0
20230815, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 2557.0, 1
20230815, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 5216.63, 0
20230816, Mom wedding gift  1 of 3 - Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, -700.0, 1
20230816, Mom wedding gift  1 of 3 - Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, 3874.63, 0
20230816, Cash Added - CVS Pharmacy, Credit, 900.0, 1
20230816, Cash Added - CVS Pharmacy, Credit, 4574.63, 0
20230817, Deposit from ROBINHOOD Funds, Credit, 207.53, 1
20230817, Deposit from ROBINHOOD Funds, Credit, 4082.16, 0
20230818, Withdrawal from PAYPAL to SASHA BROWNSBERGER INST XFER, Debit, -30.32, 1
20230818, Withdrawal from PAYPAL to SASHA BROWNSBERGER INST XFER, Debit, 4153.28, 0
20230818, Deposit from ROBINHOOD CREDITS, Credit, 101.44, 1
20230818, Deposit from ROBINHOOD CREDITS, Credit, 4183.6, 0
20230819, Cash Added - Walgreens, Credit, 600.0, 1
20230819, Cash Added - Walgreens, Credit, 4753.28, 0
20230820, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, -600.0, 1
20230820, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, 4153.28, 0
20230821, NMCR loan - Check Deposit (Mobile), Credit, 1000.0, 1
20230821, NMCR loan - Check Deposit (Mobile), Credit, 1703.74, 0
20230821, Cash Added - CVS Pharmacy, Credit, 700.0, 1
20230821, Cash Added - CVS Pharmacy, Credit, 703.74, 0
20230821, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -4130.23, 1
20230821, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 3.74, 0
20230821, Withdrawal from VENMO PAYMENT, Debit, -43.17, 1
20230821, Withdrawal from VENMO PAYMENT, Debit, 4133.97, 0
20230821, Deposit from VENMO CASHOUT, Credit, 23.86, 1
20230821, Deposit from VENMO CASHOUT, Credit, 4177.14, 0
20230822, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, -700.0, 1
20230822, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, 1137.96, 0
20230822, Deposit from VENMO CASHOUT, Credit, 134.22, 1
20230822, Deposit from VENMO CASHOUT, Credit, 1837.96, 0
20230823, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 500.0, 1
20230823, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 674.96, 0
20230823, Zelle money sent to MARK SHIFFER, Debit, -963.0, 1
20230823, Zelle money sent to MARK SHIFFER, Debit, 174.96, 0
20230824, Withdrawal from STUDENT TUITION ECHECKPAY, Debit, -25.0, 1
20230824, Withdrawal from STUDENT TUITION ECHECKPAY, Debit, 679.96, 0
20230824, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 30.0, 1
20230824, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 704.96, 0
20230825, Withdrawal from EVERSOURCE WEB_PAY, Debit, -57.72, 1
20230825, Withdrawal from EVERSOURCE WEB_PAY, Debit, 622.24, 0
20230828, Withdrawal from VENMO PAYMENT, Debit, -18.0, 1
20230828, Withdrawal from VENMO PAYMENT, Debit, 614.24, 0
20230828, Deposit from VENMO CASHOUT, Credit, 10.0, 1
20230828, Deposit from VENMO CASHOUT, Credit, 632.24, 0
20230829, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 500.0, 1
20230829, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1063.3, 0
20230829, Withdrawal from COMCAST 8773100 801998515, Debit, -50.94, 1
20230829, Withdrawal from COMCAST 8773100 801998515, Debit, 563.3, 0
20230830, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 200.0, 1
20230830, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1863.3, 0
20230830, From Wedding - Deposit from 360 Performance Savings XXXXXXX1541, Credit, 600.0, 1
20230830, From Wedding - Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1663.3, 0
20230831, Monthly Interest Paid, Credit, 0.11, 1
20230831, Monthly Interest Paid, Credit, 1342.61, 0
20230831, For movers - Deposit from 360 Performance Savings XXXXXXX1541, Credit, 400.0, 1
20230831, For movers - Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1342.5, 0
20230831, Zelle money sent to ON IT MOVERS LLC, Debit, -897.8, 1
20230831, Zelle money sent to ON IT MOVERS LLC, Debit, 942.5, 0
20230831, Withdrawal from VENMO PAYMENT, Debit, -23.0, 1
20230831, Withdrawal from VENMO PAYMENT, Debit, 1840.3, 0
20230901, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -733.35, 1
20230901, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 856.26, 0
20230901, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 212.0, 1
20230901, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1589.61, 0
20230901, Deposit from VENMO CASHOUT, Credit, 35.0, 1
20230901, Deposit from VENMO CASHOUT, Credit, 1377.61, 0
20230905, Withdrawal from VENMO PAYMENT, Debit, -477.5, 1
20230905, Withdrawal from VENMO PAYMENT, Debit, 428.02, 0
20230905, Withdrawal from VENMO PAYMENT, Debit, -50.0, 1
20230905, Withdrawal from VENMO PAYMENT, Debit, 905.52, 0
20230905, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -25.19, 1
20230905, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 955.52, 0
20230905, Withdrawal from VENMO PAYMENT, Debit, -14.93, 1
20230905, Withdrawal from VENMO PAYMENT, Debit, 980.71, 0
20230905, Deposit from eBay ComGFOR1715 PAYMENTS, Credit, 56.18, 1
20230905, Deposit from eBay ComGFOR1715 PAYMENTS, Credit, 995.64, 0
20230905, Deposit from eBay Com0AX1FUI2 PAYMENTS, Credit, 83.2, 1
20230905, Deposit from eBay Com0AX1FUI2 PAYMENTS, Credit, 939.46, 0
20230906, Zelle money sent to MARK SHIFFER, Debit, -1129.0, 1
20230906, Zelle money sent to MARK SHIFFER, Debit, 366.94, 0
20230906, Withdrawal from USAA P&C AUTOPAY, Debit, -62.08, 1
20230906, Withdrawal from USAA P&C AUTOPAY, Debit, 1495.94, 0
20230906, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 1130.0, 1
20230906, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 1558.02, 0
20230908, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -80.0, 1
20230908, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 286.94, 0
20230911, Withdrawal from VENMO PAYMENT, Debit, -9.82, 1
20230911, Withdrawal from VENMO PAYMENT, Debit, 272.97, 0
20230911, Withdrawal from eBay ComSETLQ6GQ PAYMENTS, Debit, -4.15, 1
20230911, Withdrawal from eBay ComSETLQ6GQ PAYMENTS, Debit, 282.79, 0
20230912, Withdrawal from STUDENT TUITION ECHECKPAY, Debit, -50.0, 1
20230912, Withdrawal from STUDENT TUITION ECHECKPAY, Debit, 222.97, 0
20230913, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3051.98, 1
20230913, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3238.39, 0
20230913, Withdrawal from eBay Com91PIWGLK PAYMENTS, Debit, -36.56, 1
20230913, Withdrawal from eBay Com91PIWGLK PAYMENTS, Debit, 186.41, 0
20230915, Withdrawal from VENMO PAYMENT, Debit, -289.0, 1
20230915, Withdrawal from VENMO PAYMENT, Debit, 4792.04, 0
20230915, Withdrawal from VENMO PAYMENT, Debit, -204.62, 1
20230915, Withdrawal from VENMO PAYMENT, Debit, 5081.04, 0
20230915, Withdrawal from VENMO PAYMENT, Debit, -20.0, 1
20230915, Withdrawal from VENMO PAYMENT, Debit, 5285.66, 0
20230915, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 2065.0, 1
20230915, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 5305.66, 0
20230915, Deposit from eBay Com4NZQ7JNE PAYMENTS, Credit, 2.27, 1
20230915, Deposit from eBay Com4NZQ7JNE PAYMENTS, Credit, 3240.66, 0
20230918, Deposit from eBay ComM0PFQZI2 PAYMENTS, Credit, 4.15, 1
20230918, Deposit from eBay ComM0PFQZI2 PAYMENTS, Credit, 4799.86, 0
20230918, Deposit from eBay ComOAPH7VOX PAYMENTS, Credit, 1.83, 1
20230918, Deposit from eBay ComOAPH7VOX PAYMENTS, Credit, 4795.71, 0
20230918, Deposit from eBay ComRACZBLGN PAYMENTS, Credit, 1.84, 1
20230918, Deposit from eBay ComRACZBLGN PAYMENTS, Credit, 4793.88, 0
20230919, Colorado school reimbursment - Check Deposit (Mobile), Credit, 489.8, 1
20230919, Colorado school reimbursment - Check Deposit (Mobile), Credit, 5289.66, 0
20230920, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -3533.41, 1
20230920, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 1756.25, 0
20230921, Deposit from COMCAST CABLE, Credit, 31.22, 1
20230921, Deposit from COMCAST CABLE, Credit, 1787.47, 0
20230922, Deposit from eBay Com023BN7WR PAYMENTS, Credit, 54.64, 1
20230922, Deposit from eBay Com023BN7WR PAYMENTS, Credit, 1842.11, 0
20230925, Deposit from PAYPAL from SASHA BROWNSBERGER TRANSFER, Credit, 197.51, 1
20230925, Deposit from PAYPAL from SASHA BROWNSBERGER TRANSFER, Credit, 2039.62, 0
20230926, Zelle money sent to MARK SHIFFER, Debit, -1025.0, 1
20230926, Zelle money sent to MARK SHIFFER, Debit, 989.37, 0
20230926, Withdrawal from EVERSOURCE WEB_PAY, Debit, -27.53, 1
20230926, Withdrawal from EVERSOURCE WEB_PAY, Debit, 2014.37, 0
20230926, Deposit from eBay ComRSGNU5AE PAYMENTS, Credit, 2.28, 1
20230926, Deposit from eBay ComRSGNU5AE PAYMENTS, Credit, 2041.9, 0
20230927, Deposit from eBay ComKPFGMPD3 PAYMENTS, Credit, 4.15, 1
20230927, Deposit from eBay ComKPFGMPD3 PAYMENTS, Credit, 993.52, 0
20230930, Monthly Interest Paid, Credit, 0.14, 1
20230930, Monthly Interest Paid, Credit, 993.66, 0
20231002, Security deposit return - Check Deposit (Mobile), Credit, 2201.39, 1
20231002, Security deposit return - Check Deposit (Mobile), Credit, 3245.05, 0
20231002, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 50.0, 1
20231002, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 1043.66, 0
20231004, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -2753.75, 1
20231004, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 141.3, 0
20231004, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -350.0, 1
20231004, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 2895.05, 0
20231006, Withdrawal from VENMO PAYMENT, Debit, -70.0, 1
20231006, Withdrawal from VENMO PAYMENT, Debit, 32.54, 0
20231006, Withdrawal from USAA P&C AUTOPAY, Debit, -62.08, 1
20231006, Withdrawal from USAA P&C AUTOPAY, Debit, 102.54, 0
20231006, Deposit from VENMO CASHOUT, Credit, 23.32, 1
20231006, Deposit from VENMO CASHOUT, Credit, 164.62, 0
20231011, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3051.98, 1
20231011, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3107.52, 0
20231011, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 23.0, 1
20231011, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 55.54, 0
20231012, Withdrawal from VENMO PAYMENT, Debit, -73.92, 1
20231012, Withdrawal from VENMO PAYMENT, Debit, 3033.6, 0
20231013, Withdrawal from VENMO PAYMENT, Debit, -106.0, 1
20231013, Withdrawal from VENMO PAYMENT, Debit, 2845.6, 0
20231013, Withdrawal from VENMO PAYMENT, Debit, -42.0, 1
20231013, Withdrawal from VENMO PAYMENT, Debit, 2951.6, 0
20231013, Withdrawal from VENMO PAYMENT, Debit, -40.0, 1
20231013, Withdrawal from VENMO PAYMENT, Debit, 2993.6, 0
20231016, Withdrawal from VENMO PAYMENT, Debit, -75.0, 1
20231016, Withdrawal from VENMO PAYMENT, Debit, 3119.12, 0
20231016, Withdrawal from VENMO PAYMENT, Debit, -23.0, 1
20231016, Withdrawal from VENMO PAYMENT, Debit, 3194.12, 0
20231016, Deposit from PAYPAL from SASHA BROWNSBERGER TRANSFER, Credit, 371.52, 1
20231016, Deposit from PAYPAL from SASHA BROWNSBERGER TRANSFER, Credit, 3217.12, 0
20231017, Withdrawal from VENMO PAYMENT, Debit, -50.0, 1
20231017, Withdrawal from VENMO PAYMENT, Debit, 5099.12, 0
20231017, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 2030.0, 1
20231017, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 5149.12, 0
20231020, Withdrawal from VENMO PAYMENT, Debit, -40.0, 1
20231020, Withdrawal from VENMO PAYMENT, Debit, 5059.12, 0
20231023, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -1744.87, 1
20231023, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 3314.25, 0
20231025, Deposit from eBay ComWUUIUGIG PAYMENTS, Credit, 15.32, 1
20231025, Deposit from eBay ComWUUIUGIG PAYMENTS, Credit, 3329.57, 0
20231026, Zelle money sent to MARK SHIFFER, Debit, -1025.0, 1
20231026, Zelle money sent to MARK SHIFFER, Debit, 2304.57, 0
20231030, Deposit from VENMO CASHOUT, Credit, 44.85, 1
20231030, Deposit from VENMO CASHOUT, Credit, 2349.42, 0
20231031, Monthly Interest Paid, Credit, 0.21, 1
20231031, Monthly Interest Paid, Credit, 2349.63, 0
20231101, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -1918.79, 1
20231101, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 1858.04, 0
20231101, ATM Withdrawal - CIRCLE K #27-K02 CK024392 PENSACOLA  FL, Debit, -100.0, 1
20231101, ATM Withdrawal - CIRCLE K #27-K02 CK024392 PENSACOLA  FL, Debit, 3776.83, 0
20231101, Deposit from GUSTO PAYROLL CON 001406, Credit, 49.5, 1
20231101, Deposit from GUSTO PAYROLL CON 001406, Credit, 3876.83, 0
20231101, Withdrawal from VENMO PAYMENT, Debit, -124.2, 1
20231101, Withdrawal from VENMO PAYMENT, Debit, 3827.33, 0
20231101, Withdrawal from VENMO PAYMENT, Debit, -79.84, 1
20231101, Withdrawal from VENMO PAYMENT, Debit, 3951.53, 0
20231101, Withdrawal from VENMO PAYMENT, Debit, -40.26, 1
20231101, Withdrawal from VENMO PAYMENT, Debit, 4031.37, 0
20231101, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 1722.0, 1
20231101, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 4071.63, 0
20231103, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -490.5, 1
20231103, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 416.35, 0
20231103, Withdrawal from VENMO PAYMENT, Debit, -70.0, 1
20231103, Withdrawal from VENMO PAYMENT, Debit, 906.85, 0
20231103, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -881.19, 1
20231103, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 976.85, 0
20231106, Withdrawal from PAYPAL to SASHA BROWNSBERGER INST XFER, Debit, -50.97, 1
20231106, Withdrawal from PAYPAL to SASHA BROWNSBERGER INST XFER, Debit, 365.38, 0
20231107, Withdrawal from USAA P&C AUTOPAY, Debit, -62.08, 1
20231107, Withdrawal from USAA P&C AUTOPAY, Debit, 232.0, 0
20231107, Withdrawal from VENMO PAYMENT, Debit, -70.0, 1
20231107, Withdrawal from VENMO PAYMENT, Debit, 294.08, 0
20231107, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -1.3, 1
20231107, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 364.08, 0
20231113, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3051.98, 1
20231113, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3283.98, 0
20231114, Withdrawal from VENMO PAYMENT, Debit, -76.0, 1
20231114, Withdrawal from VENMO PAYMENT, Debit, 3207.98, 0
20231120, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -1484.62, 1
20231120, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 1723.36, 0
20231122, Withdrawal from VENMO PAYMENT, Debit, -42.0, 1
20231122, Withdrawal from VENMO PAYMENT, Debit, 1662.36, 0
20231122, Withdrawal from VENMO PAYMENT, Debit, -19.0, 1
20231122, Withdrawal from VENMO PAYMENT, Debit, 1704.36, 0
20231124, Withdrawal from VENMO PAYMENT, Debit, -30.6, 1
20231124, Withdrawal from VENMO PAYMENT, Debit, 1599.76, 0
20231124, Withdrawal from VENMO PAYMENT, Debit, -17.0, 1
20231124, Withdrawal from VENMO PAYMENT, Debit, 1630.36, 0
20231124, Withdrawal from VENMO PAYMENT, Debit, -15.0, 1
20231124, Withdrawal from VENMO PAYMENT, Debit, 1647.36, 0
20231127, Zelle money sent to MARK SHIFFER, Debit, -1025.0, 1
20231127, Zelle money sent to MARK SHIFFER, Debit, 574.76, 0
20231128, Withdrawal from VENMO PAYMENT, Debit, -143.82, 1
20231128, Withdrawal from VENMO PAYMENT, Debit, 488.04, 0
20231128, Deposit from eBay ComPS6TRJBA PAYMENTS, Credit, 57.1, 1
20231128, Deposit from eBay ComPS6TRJBA PAYMENTS, Credit, 631.86, 0
20231129, Deposit from eBay Com5MOTKFNE PAYMENTS, Credit, 5.15, 1
20231129, Deposit from eBay Com5MOTKFNE PAYMENTS, Credit, 493.19, 0
20231130, Monthly Interest Paid, Credit, 0.12, 1
20231130, Monthly Interest Paid, Credit, 1333.8, 0
20231130, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1000.0, 1
20231130, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1333.68, 0
20231130, Withdrawal from VENMO PAYMENT, Debit, -105.58, 1
20231130, Withdrawal from VENMO PAYMENT, Debit, 333.68, 0
20231130, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -53.93, 1
20231130, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 439.26, 0
20231201, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -1770.26, 1
20231201, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 63.54, 0
20231201, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 500.0, 1
20231201, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1833.8, 0
20231202, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 500.0, 1
20231202, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 563.54, 0
20231204, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 1742.0, 1
20231204, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 2305.54, 0
20231205, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -1674.42, 1
20231205, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 632.11, 0
20231205, Deposit from eBay ComUNZHAUUF PAYMENTS, Credit, 0.99, 1
20231205, Deposit from eBay ComUNZHAUUF PAYMENTS, Credit, 2306.53, 0
20231206, Withdrawal from USAA P&C AUTOPAY, Debit, -62.08, 1
20231206, Withdrawal from USAA P&C AUTOPAY, Debit, 555.03, 0
20231206, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -15.0, 1
20231206, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 617.11, 0
20231207, Withdrawal from VENMO PAYMENT, Debit, -10.0, 1
20231207, Withdrawal from VENMO PAYMENT, Debit, 475.03, 0
20231207, Withdrawal from VENMO PAYMENT, Debit, -70.0, 1
20231207, Withdrawal from VENMO PAYMENT, Debit, 485.03, 0
20231208, Withdrawal from BK OF AMER MC ONLINE PMT, Debit, -190.0, 1
20231208, Withdrawal from BK OF AMER MC ONLINE PMT, Debit, 285.03, 0
20231210, Debit Card Purchase - TACOS EL FLUFFY PENSACOLA FL, Debit, -13.91, 1
20231210, Debit Card Purchase - TACOS EL FLUFFY PENSACOLA FL, Debit, 271.12, 0
20231211, Withdrawal from CAPITAL ONE MOBILE PMT, Debit, -2.99, 1
20231211, Withdrawal from CAPITAL ONE MOBILE PMT, Debit, 268.13, 0
20231213, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3051.98, 1
20231213, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3320.11, 0
20231218, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 2060.0, 1
20231218, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 5785.69, 0
20231218, Deposit from GUSTO PAYROLL CON 097263, Credit, 346.5, 1
20231218, Deposit from GUSTO PAYROLL CON 097263, Credit, 3725.69, 0
20231218, Deposit from ROBINHOOD Funds, Credit, 59.08, 1
20231218, Deposit from ROBINHOOD Funds, Credit, 3379.19, 0
20231219, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -2819.67, 1
20231219, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 2966.02, 0
20231220, Deposit from eBay ComQDMXOIW4 PAYMENTS, Credit, 23.05, 1
20231220, Deposit from eBay ComQDMXOIW4 PAYMENTS, Credit, 2989.07, 0
20231225, ATM Withdrawal - FIVE COUNTY CU CBDC020 PORTLAND  ME, Debit, -103.0, 1
20231225, ATM Withdrawal - FIVE COUNTY CU CBDC020 PORTLAND  ME, Debit, 2886.07, 0
20231226, Zelle money sent to MARK SHIFFER, Debit, -1025.0, 1
20231226, Zelle money sent to MARK SHIFFER, Debit, 2612.02, 0
20231226, Deposit from VENMO CASHOUT, Credit, 500.0, 1
20231226, Deposit from VENMO CASHOUT, Credit, 3637.02, 0
20231226, Deposit from VENMO CASHOUT, Credit, 250.0, 1
20231226, Deposit from VENMO CASHOUT, Credit, 3137.02, 0
20231226, Deposit from eBay ComVENL8547 PAYMENTS, Credit, 0.95, 1
20231226, Deposit from eBay ComVENL8547 PAYMENTS, Credit, 2887.02, 0
20231227, Deposit from VENMO CASHOUT, Credit, 500.88, 1
20231227, Deposit from VENMO CASHOUT, Credit, 3112.9, 0
20231229, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 1751.0, 1
20231229, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 4863.9, 0
20231231, Monthly Interest Paid, Credit, 0.2, 1
20231231, Monthly Interest Paid, Credit, 4864.1, 0
20240102, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -1603.4, 1
20240102, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 3260.7, 0
20240103, Withdrawal from VENMO PAYMENT, Debit, -110.0, 1
20240103, Withdrawal from VENMO PAYMENT, Debit, 3301.89, 0
20240103, Deposit from VENMO CASHOUT, Credit, 151.19, 1
20240103, Deposit from VENMO CASHOUT, Credit, 3411.89, 0
20240105, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 600.0, 1
20240105, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 3632.39, 0
20240105, Withdrawal from VENMO PAYMENT, Debit, -240.25, 1
20240105, Withdrawal from VENMO PAYMENT, Debit, 3032.39, 0
20240105, Withdrawal from VENMO PAYMENT, Debit, -29.25, 1
20240105, Withdrawal from VENMO PAYMENT, Debit, 3272.64, 0
20240108, Withdrawal from VENMO PAYMENT, Debit, -70.0, 1
20240108, Withdrawal from VENMO PAYMENT, Debit, 833.46, 0
20240108, Withdrawal from USAA P&C AUTOPAY, Debit, -53.48, 1
20240108, Withdrawal from USAA P&C AUTOPAY, Debit, 903.46, 0
20240108, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -2675.45, 1
20240108, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 956.94, 0
20240110, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 2669.1, 1
20240110, Deposit from HARVARD UNIVERSI DIR DEP, Credit, 3375.56, 0
20240110, Withdrawal from Catch Inc Everlane, Debit, -127.0, 1
20240110, Withdrawal from Catch Inc Everlane, Debit, 706.46, 0
20240112, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 2143.0, 1
20240112, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 5518.56, 0
20240113, Debit Card Purchase - BREEZE CINEMA 8 GULF BREEZE FL, Debit, -8.25, 1
20240113, Debit Card Purchase - BREEZE CINEMA 8 GULF BREEZE FL, Debit, 5510.31, 0
20240116, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -1879.66, 1
20240116, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 3705.86, 0
20240116, Withdrawal from VENMO PAYMENT, Debit, -10.0, 1
20240116, Withdrawal from VENMO PAYMENT, Debit, 5585.52, 0
20240116, Deposit from VENMO CASHOUT, Credit, 226.36, 1
20240116, Deposit from VENMO CASHOUT, Credit, 5595.52, 0
20240116, Deposit from eBay ComN4KOGRPC PAYMENTS, Credit, 8.85, 1
20240116, Deposit from eBay ComN4KOGRPC PAYMENTS, Credit, 5369.16, 0
20240116, Debit Card Purchase - JAG DEFENSE VIRGINIA BEA VA, Debit, -150.0, 1
20240116, Debit Card Purchase - JAG DEFENSE VIRGINIA BEA VA, Debit, 5360.31, 0
20240117, ATM Withdrawal - CIRCLE K #27-K02 CK028224 PENSACOLA  FL, Debit, -100.0, 1
20240117, ATM Withdrawal - CIRCLE K #27-K02 CK028224 PENSACOLA  FL, Debit, 3605.86, 0
20240119, Zelle money sent to UTKARSH AGRAWAL, Debit, -69.85, 1
20240119, Zelle money sent to UTKARSH AGRAWAL, Debit, 3536.01, 0
20240122, Debit Card Purchase - EVERMAN COOP GR PENSACOLA  FL US, Debit, -58.99, 1
20240122, Debit Card Purchase - EVERMAN COOP GR PENSACOLA  FL US, Debit, 3477.02, 0
20240123, Withdrawal from VENMO PAYMENT, Debit, -200.0, 1
20240123, Withdrawal from VENMO PAYMENT, Debit, 3277.02, 0
20240124, Withdrawal from STUDENT TUITION ECHECKPAY, Debit, -150.0, 1
20240124, Withdrawal from STUDENT TUITION ECHECKPAY, Debit, 3127.02, 0
20240126, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -66.63, 1
20240126, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 3130.39, 0
20240126, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 70.0, 1
20240126, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 3197.02, 0
20240128, Debit Card Purchase - EVERMAN COOP GR PENSACOLA  FL US, Debit, -63.2, 1
20240128, Debit Card Purchase - EVERMAN COOP GR PENSACOLA  FL US, Debit, 3067.19, 0
20240129, Deposit from ROBINHOOD CREDITS, Credit, 254.38, 1
20240129, Deposit from ROBINHOOD CREDITS, Credit, 3321.57, 0
20240130, Zelle money sent to MARK SHIFFER, Debit, -1025.0, 1
20240130, Zelle money sent to MARK SHIFFER, Debit, 2296.57, 0
20240131, Monthly Interest Paid, Credit, 0.3, 1
20240131, Monthly Interest Paid, Credit, 2670.71, 0
